user:id,context:timestamp,calories,cost:key,cost:label,healthy_level,ingredients,name,protein,salty_sweet:key,salty_sweet:label,snack_image,sodium,sugar,when:key,when:label,why:key,why:label,context:location:latitude,context:location:longitude
"bvsd-61449","2025-09-15 14:31:02","110","2","$1 to < $3","2","12","Redbull Original","0","1","Sweet","SKIPPED","105","26","1","morning","4","energy","38.910407229299715","-94.61583151798843"
"bvsd-61449","2025-09-15 14:29:22","10","2","$1 to < $3","2","21","White Monster","0","1","Sweet","SKIPPED","370","0","1","morning","4","energy","38.90847407643752","-94.60886392557312"
"bvsd-61449","2025-09-15 14:08:25","290","2","$1 to < $3","3","22","Jimmy Chips BBQ","3","0","Salty","SKIPPED","230","5","2","afternoon","5","hungry/thirsty","38.9086896891274","-94.62066629260539"
"bvsd-44934","2025-09-15 13:42:49","130","2","$1 to < $3","2","21","Newton Fig Bars","2","1","Sweet","SKIPPED","140","6","2","afternoon","4","energy","38.8986133544761","-94.66002701002326"
"bvsd-44934","2025-09-15 13:38:34","150","3","$3 to < $7","2","19","Takis","2","0","Salty","SKIPPED","420","1","4","night","1","availability","38.900541659024604","-94.66174547944664"
"bvsd-44934","2025-09-15 13:36:20","140","2","$1 to < $3","1","6","Coke","0","1","Sweet","SKIPPED","45","39","3","evening","4","energy","38.90381647119972","-94.65894843173571"
"bvsd-44934","2025-09-15 13:34:53","210","2","$1 to < $3","2","25","PopTarts","2","1","Sweet","SKIPPED","170","15","1","morning","5","hungry/thirsty","38.897388245689385","-94.66674994742435"
"bvsd-16908","2025-09-15 13:02:03","160","2","$1 to < $3","2","13","Cheetos","2","0","Salty","183ebb2d-7273-4229-b886-4cf5206a7067","200","1","2","afternoon","5","hungry/thirsty",,
"bvsd-61449","2025-09-15 11:34:30","170","3","$3 to < $7","3","12","Core Power Vanilla","26","1","Sweet","SKIPPED","260","5","2","afternoon","2","craving","38.91478295543813","-94.61382721020779"
"bvsd-61449","2025-09-15 11:31:27","250","2","$1 to < $3","2","10","Snickers Full Size","4","1","Sweet","SKIPPED","125","28","4","night","2","craving","38.92333388344534","-94.61694991890697"
"bvsd-61449","2025-09-15 11:28:37","150","2","$1 to < $3","3","15","Mrs. Vickie's Jalapeno chips","2","0","Salty","SKIPPED","125","1","3","evening","5","hungry/thirsty","38.91016882227856","-94.61709410818658"
"bvsd-61449","2025-09-15 11:16:25","140","2","$1 to < $3","3","25"," Garden Salsa Sun Chips","2","0","Salty","SKIPPED","140","2","1","morning","5","hungry/thirsty","38.91837537082265","-94.61976777453823"
"bvsd-61449","2025-09-15 11:13:47","150","2","$1 to < $3","2","34","Dortios","2","0","Salty","SKIPPED","210","1","2","afternoon","1","availability","38.91401529552411","-94.6152717516897"
"bvsd-61449","2025-09-15 11:11:28","80","1","$0 to < $1","2","18","Ritz Crackers","1","0","Salty","SKIPPED","130","1","2","afternoon","5","hungry/thirsty","38.92357000175688","-94.63460101279105"
"bvsd-16908","2025-09-15 11:09:40","70","1","$0 to < $1","4","4","cheese stick","8","0","Salty","SKIPPED","170","0","2","afternoon","5","hungry/thirsty","38.91307891182712","-94.66147733260908"
"bvsd-16908","2025-09-15 11:08:06","150","2","$1 to < $3","2","22","cheetos","2","0","Salty","SKIPPED","250","1","2","afternoon","5","hungry/thirsty","38.90089989904973","-94.65938372904198"
"bvsd-16908","2025-09-15 11:07:11","130","2","$1 to < $3","2","29","doritos","2","0","Salty","SKIPPED","200","0","2","afternoon","5","hungry/thirsty","38.91181938851995","-94.6660423531804"
"bvsd-61449","2025-09-15 11:06:41","210","2","$1 to < $3","2","16","Sea Salt Chocolate Chunk Cookies","3","1","Sweet","SKIPPED","180","20","3","evening","2","craving","38.90410634055437","-94.61373942330789"
"bvsd-16908","2025-09-15 11:06:03","140","2","$1 to < $3","4","10","gatorade","0","1","Sweet","SKIPPED","270","34","2","afternoon","5","hungry/thirsty","38.90061600002759","-94.6492602599759"
"bvsd-16908","2025-09-15 11:04:01","130","1","$0 to < $1","2","29","doritos","2","0","Salty","SKIPPED","200","0","2","afternoon","5","hungry/thirsty","38.907258372920495","-94.65576139463991"
"bvsd-61449","2025-09-15 11:03:17","140","1","$0 to < $1","3","25","Goldfish","3","0","Salty","SKIPPED","250","0","1","morning","2","craving","38.9078512974139","-94.62374277389"
"bvsd-16908","2025-09-15 11:02:29","170","2","$1 to < $3","2","18","cheetos","1","0","Salty","SKIPPED","260","0","2","afternoon","5","hungry/thirsty","38.91022237978026","-94.65533547592162"
"bvsd-16908","2025-09-15 10:58:25","100","1","$0 to < $1","1","23","nerds","1","1","Sweet","SKIPPED","45","21","2","afternoon","1","availability","38.90913751713864","-94.6609904327262"
"bvsd-16908","2025-09-15 10:55:46","10","2","$1 to < $3","1","29","alani","0","1","Sweet","SKIPPED","180","1","1","morning","4","energy","38.90463017285457","-94.6628621656681"
"bvsd-16908","2025-09-15 10:54:14","15","2","$1 to < $3","1","29","alani","0","1","Sweet","SKIPPED","180","1","1","morning","4","energy","38.904490748194924","-94.6590179462201"
"bvsd-89446","2025-09-15 09:32:04","200","2","$1 to < $3","2","18","barbell carmel ","20","1","Sweet","SKIPPED","80","1","1","morning","2","craving","38.90504250279953","-94.60957280175957"
"bvsd-03355","2025-09-15 08:30:14","230","2","$1 to < $3","5","2","granola ","6","1","Sweet","SKIPPED","150","17","1","morning","4","energy",,
"bvsd-03355","2025-09-15 08:29:01","140","2","$1 to < $3","2","5","coke ","0","1","Sweet","SKIPPED","45","39","3","evening","5","hungry/thirsty",,
"bvsd-03355","2025-09-15 08:27:57","10","2","$1 to < $3","2","7","ghost energy","0","1","Sweet","SKIPPED","30","0","2","afternoon","4","energy",,
"bvsd-03355","2025-09-15 08:27:20","10","2","$1 to < $3","2","7","ghost energy ","0","1","Sweet","SKIPPED","30","0","1","morning","4","energy",,
"bvsd-03355","2025-09-15 08:26:11","160","3","$3 to < $7","2","5","lays chips ","2","0","Salty","SKIPPED","110","1","3","evening","2","craving",,
"bvsd-03355","2025-09-15 08:20:46","190","2","$1 to < $3","5","6","protein bar ","20","1","Sweet","SKIPPED","180","4","1","morning","4","energy",,
"bvsd-03355","2025-09-15 08:07:40","130","3","$3 to < $7","3","20","cereal ","1","1","Sweet","SKIPPED","180","12","1","morning","4","energy","38.911109217165404","-94.65681602436223"
"bvsd-03355","2025-09-15 08:05:06","160","3","$3 to < $7","2","8","cheetos","2","0","Salty","SKIPPED","290","1","3","evening","2","craving","38.91322978759244","-94.65936699036571"
"bvsd-44934","2025-09-15 08:04:38","160","3","$3 to < $7","1","29","Cheetos Spicy Jalapeno","2","0","Salty","SKIPPED","200","0","4","night","5","hungry/thirsty","38.89756772294772","-94.66342815615846"
"bvsd-03355","2025-09-15 08:03:45","110","2","$1 to < $3","3","3","pretzels","3","0","Salty","SKIPPED","280","1","3","evening","1","availability","38.903684339385634","-94.65485121865265"
"bvsd-44934","2025-09-15 08:02:56","140","2","$1 to < $3","2","12","Oreos Mini","1","1","Sweet","SKIPPED","110","11","3","evening","5","hungry/thirsty","38.9046344602576","-94.6619509928264"
"bvsd-44934","2025-09-15 08:01:14","150","2","$1 to < $3","2","34","Doritos Cool Ranch","2","0","Salty","SKIPPED","190","0","2","afternoon","5","hungry/thirsty","38.89602999526143","-94.65465305451742"
"bvsd-44934","2025-09-15 07:59:55","140","2","$1 to < $3","2","17","Cheetos","2","0","Salty","SKIPPED","180","1","4","night","1","availability","38.91022720451976","-94.65320034767333"
"bvsd-98403","2025-09-15 07:48:10","200","2","$1 to < $3","2","19","miss vickies bbq chips","3","0","Salty","SKIPPED","200","3","2","afternoon","5","hungry/thirsty","38.907476735723165","-94.65666099239938"
"bvsd-98403","2025-09-15 07:47:12","140","1","$0 to < $1","2","22","doritos","2","0","Salty","SKIPPED","210","0","2","afternoon","5","hungry/thirsty","38.90050758336983","-94.6505769372938"
"bvsd-98403","2025-09-15 07:46:18","150","1","$0 to < $1","3","18","miss vickies chips","2","0","Salty","SKIPPED","90","1","4","night","5","hungry/thirsty","38.90576603152816","-94.65575008444249"
"bvsd-98403","2025-09-15 07:44:51","160","1","$0 to < $1","2","21","lays original chips","2","0","Salty","SKIPPED","170","1","3","evening","5","hungry/thirsty","38.91464415006509","-94.66334771816838"
"bvsd-98403","2025-09-15 07:42:13","160","3","$3 to < $7","4","6","almonds","6","0","Salty","SKIPPED","115","5","3","evening","5","hungry/thirsty","38.90434787463141","-94.65632861933508"
"bvsd-98403","2025-09-15 07:40:57","170","1","$0 to < $1","4","7","yoplait yogurt","5","1","Sweet","SKIPPED","85","26","1","morning","5","hungry/thirsty","38.91599986387505","-94.64856509824276"
"bvsd-98403","2025-09-15 07:39:35","150","1","$0 to < $1","3","16","pringles original","1","0","Salty","SKIPPED","150","1","3","evening","5","hungry/thirsty","38.90960021355549","-94.6642343566603"
"bvsd-55411","2025-09-15 07:39:30","120","3","$3 to < $7","3","4","gr iced brown sugar shaken espresso","2","1","Sweet","SKIPPED","120","13","1","morning","4","energy","38.847362438184796","-94.6747533193835"
"bvsd-98403","2025-09-15 07:38:29","140","1","$0 to < $1","3","23","sun chips garden salsa","2","0","Salty","SKIPPED","140","2","2","afternoon","5","hungry/thirsty","38.90425805464544","-94.66564085974848"
"bvsd-55411","2025-09-15 07:36:55","234","2","$1 to < $3","4","1","avocado","3","0","Salty","SKIPPED","975","0","1","morning","4","energy","38.856311180771264","-94.67889674363114"
"bvsd-55411","2025-09-15 07:32:47","46","2","$1 to < $3","5","1","strawberries ","1","1","Sweet","SKIPPED","0","7","1","morning","4","energy","38.85532673636918","-94.67107234502684"
"bvsd-55411","2025-09-15 07:31:20","130","1","$0 to < $1","2","23","nutra grain bar","2","1","Sweet","SKIPPED","130","11","1","morning","4","energy","38.852627169043174","-94.6770996556815"
"bvsd-43680","2025-09-14 20:06:30","15","1","$0 to < $1","5","1","Trader Joe's juice shot","0","1","Sweet","SKIPPED","0","2","3","evening","6","social",,
"bvsd-43680","2025-09-14 20:03:29","150","2","$1 to < $3","2","22","Trader Joe's spicy chips","2","0","Salty","SKIPPED","260","0","2","afternoon","5","hungry/thirsty",,
"bvsd-43680","2025-09-14 20:01:28","170","2","$1 to < $3","3","4","Dark chocolate","4","1","Sweet","SKIPPED","10","4","3","evening","3","emotional",,
"bvsd-43680","2025-09-14 20:00:37","90","2","$1 to < $3","5","1","Grapes","0","1","Sweet","SKIPPED","15","20","1","morning","5","hungry/thirsty",,
"bvsd-43680","2025-09-14 19:59:41","100","2","$1 to < $3","2","19","Cheez its","2","0","Salty","SKIPPED","150","0","2","afternoon","1","availability",,
"bvsd-89446","2025-09-14 14:53:25","190","2","$1 to < $3","5","1","edamame ","18","0","Salty","SKIPPED","9","3","2","afternoon","5","hungry/thirsty","38.91355499701925","-94.60066511930651"
"bvsd-89446","2025-09-14 14:52:05","200","2","$1 to < $3","3","4","cottage cheese ","28","0","Salty","SKIPPED","800","6","2","afternoon","5","hungry/thirsty","38.92061619947522","-94.60577859877111"
"bvsd-89446","2025-09-14 14:50:44","140","2","$1 to < $3","5","2","hard boiled eggs ","12","0","Salty","SKIPPED","140","0","1","morning","5","hungry/thirsty","38.914163359273175","-94.61256182345481"
"bvsd-07108","2025-09-14 11:47:44","140","3","$3 to < $7","2","25","dots pretzels","2","0","Salty","SKIPPED","250","0","1","morning","5","hungry/thirsty","38.89113631270553","-94.61975864042877"
"bvsd-07108","2025-09-14 11:46:11","150","2","$1 to < $3","3","40","gardettos","0","0","Salty","SKIPPED","310","1","1","morning","5","hungry/thirsty","38.90090554271752","-94.62477314804573"
"bvsd-07108","2025-09-14 11:43:54","140","2","$1 to < $3","3","28","sun chips","2","0","Salty","SKIPPED","170","2","2","afternoon","5","hungry/thirsty","38.89531113398279","-94.62295261291948"
"bvsd-07108","2025-09-14 11:42:25","150","2","$1 to < $3","3","16","Tostitos lime chips ","2","0","Salty","SKIPPED","130","1","2","afternoon","5","hungry/thirsty","38.891254064106825","-94.62818175583791"
"bvsd-07108","2025-09-14 11:40:35","110","1","$0 to < $1","2","20","pringles","0","0","Salty","SKIPPED","135","0","2","afternoon","5","hungry/thirsty","38.9000976892032","-94.62626746126405"
"bvsd-07108","2025-09-14 11:00:18","410","2","$1 to < $3","1","30","Cookie","5","1","Sweet","SKIPPED","310","31","1","morning","5","hungry/thirsty","38.89930009251176","-94.61981962597055"
"bvsd-90348","2025-09-13 21:12:39","200","2","$1 to < $3","5","1","Pecans","3","1","Sweet","SKIPPED","0","1","3","evening","5","hungry/thirsty","38.89822668113155","-94.62168879462898"
"bvsd-90348","2025-09-13 21:11:18","100","1","$0 to < $1","5","1","Apple","1","1","Sweet","SKIPPED","0","19","3","evening","5","hungry/thirsty","38.890983675094766","-94.61288535002627"
"bvsd-90348","2025-09-13 21:10:37","130","2","$1 to < $3","2","25","Zbar protein","5","1","Sweet","SKIPPED","80","9","2","afternoon","5","hungry/thirsty","38.88730037202125","-94.62221325125823"
"bvsd-55063","2025-09-13 19:47:37","160","1","$0 to < $1","1","10","lays salt and vinegar chips ","2","0","Salty","SKIPPED","220","0","3","evening","5","hungry/thirsty","38.83499383474993","-94.69031478309569"
"bvsd-55411","2025-09-13 16:04:52","170","2","$1 to < $3","2","4","crunchy taco","8","0","Salty","SKIPPED","310","0","4","night","5","hungry/thirsty","38.87305849218871","-94.61247156243066"
"bvsd-55063","2025-09-13 12:35:54","150","1","$0 to < $1","1","16"," Ghirardelli Jack-o’-lanterns","2","1","Sweet","SKIPPED","35","16","2","afternoon","2","craving","38.83699605543258","-94.68879660202808"
"bvsd-89446","2025-09-13 11:46:46","140","2","$1 to < $3","4","8","chicken ","24","1","Sweet","66322e84-ec17-46c6-98ab-1c9f17a141f1","400","0","2","afternoon","5","hungry/thirsty","38.91948585877964","-94.61569275893805"
"bvsd-36323","2025-09-13 07:00:55","200","2","$1 to < $3","1","18","miss vickie sea salt chips","3","0","Salty","SKIPPED","240","2","2","afternoon","5","hungry/thirsty",,
"bvsd-36323","2025-09-13 06:59:06","120","2","$1 to < $3","1","21","skittles","0","1","Sweet","SKIPPED","5","22","1","morning","6","social",,
"bvsd-55063","2025-09-13 00:08:13","160","1","$0 to < $1","2","5"," Clancy’s potato chips","2","0","Salty","SKIPPED","140","0","4","night","5","hungry/thirsty","38.836190796265406","-94.68704845893812"
"bvsd-55063","2025-09-13 00:00:37","150","1","$0 to < $1","1","16","Ghirardelli jack o’lanterns","2","1","Sweet","SKIPPED","35","16","4","night","2","craving","38.84426465477799","-94.6950974030529"
"bvsd-59352","2025-09-12 23:57:04","120","2","$1 to < $3","4","3","2% milk","8","1","Sweet","SKIPPED","125","11","2","afternoon","5","hungry/thirsty",,
"bvsd-59352","2025-09-12 23:56:00","200","2","$1 to < $3","3","4","chicken tenders","13","0","Salty","SKIPPED","410","0","2","afternoon","5","hungry/thirsty",,
"bvsd-59352","2025-09-12 23:54:38","120","2","$1 to < $3","5","1","banana ","1","1","Sweet","SKIPPED","0","14","1","morning","5","hungry/thirsty",,
"bvsd-59352","2025-09-12 23:52:48","320","2","$1 to < $3","3","3","Uncrustble","10","1","Sweet","SKIPPED","290","14","1","morning","5","hungry/thirsty",,
"bvsd-07108","2025-09-12 13:05:08","160","2","$1 to < $3","2","9","kettle chips","2","0","Salty","SKIPPED","140","0","2","afternoon","5","hungry/thirsty","38.8999719009075","-94.62602179465921"
"bvsd-62093","2025-09-12 11:16:53","160","2","$1 to < $3","3","3","skinny pop ","2","0","Salty","SKIPPED","105","1","2","afternoon","3","emotional",,
"bvsd-62093","2025-09-12 11:13:17","84","2","$1 to < $3","5","1","blueberries","0.7","1","Sweet","SKIPPED","1","10","1","morning","5","hungry/thirsty",,
"bvsd-03355","2025-09-12 11:13:12","110","2","$1 to < $3","1","4","sour patch kids ","0","1","Sweet","SKIPPED","25","24","3","evening","2","craving","38.90721545320101","-94.66165688297001"
"bvsd-62093","2025-09-12 11:12:14","46","3","$3 to < $7","5","1","strawberries","1","1","Sweet","SKIPPED","1.5","7","3","evening","2","craving",,
"bvsd-62093","2025-09-12 11:10:19","350","2","$1 to < $3","2","12","pumpkin cookie jimmy johns","3","1","Sweet","SKIPPED","290","32","3","evening","5","hungry/thirsty",,
"bvsd-62093","2025-09-12 11:08:09","110","2","$1 to < $3","2","23","skittles","0","1","Sweet","SKIPPED","5","21","4","night","2","craving",,
"bvsd-55411","2025-09-12 10:18:26","150","2","$1 to < $3","3","3","skinny pop","0","0","Salty","SKIPPED","75","0","2","afternoon","5","hungry/thirsty","38.90335070969246","-94.668354900876"
"bvsd-61449","2025-09-12 10:12:37","200","2","$1 to < $3","3","15","Ready Clean Chocolate Peanut Butter Protein Bar","15","1","Sweet","SKIPPED","140","10","1","morning","5","hungry/thirsty","38.904634699572384","-94.65828960081583"
"bvsd-61449","2025-09-12 10:09:22","160","1","$0 to < $1","3","3","Lays Potato Chips","2","0","Salty","SKIPPED","170","1","3","evening","5","hungry/thirsty","38.912182097547344","-94.66811509085497"
"bvsd-61449","2025-09-12 10:06:05","160","1","$0 to < $1","2","28","Cheeto Puffs","2","0","Salty","SKIPPED","200","1","3","evening","2","craving","38.918877880845116","-94.65820801276956"
"bvsd-61449","2025-09-12 10:03:16","140","3","$3 to < $7","2","16","M&Ms Share Size","1","1","Sweet","SKIPPED","20","19","4","night","2","craving","38.91021558009355","-94.6590605106228"
"bvsd-15535","2025-09-12 09:52:37","150","3","$3 to < $7","1","21","cheez its","3","0","Salty","SKIPPED","230","0","1","morning","5","hungry/thirsty",,
"bvsd-36323","2025-09-12 09:49:27","160","2","$1 to < $3","1","28","cheeto puffs","2","0","Salty","SKIPPED","300","1","3","evening","2","craving",,
"bvsd-36323","2025-09-12 08:47:06","140","2","$1 to < $3","2","27","smart food white cheddar popcorn","4","0","Salty","SKIPPED","280","1","2","afternoon","5","hungry/thirsty",,
"bvsd-60678","2025-09-11 17:33:26","50","2","$1 to < $3","2","6","cinnamon apple rice cakes","0","1","Sweet","SKIPPED","0","3","3","evening","2","craving",,
"bvsd-55411","2025-09-11 16:36:09","78","2","$1 to < $3","5","1","egg","6","0","Salty","SKIPPED","0","0","1","morning","5","hungry/thirsty","37.387501564309964","-94.67651499897389"
"bvsd-89446","2025-09-11 14:46:08","100","1","$0 to < $1","4","2","kiwi ","2","1","Sweet","01c9a41e-cd70-4caa-9be5-4ea373c1101b","0","20","2","afternoon","4","energy","38.91575014112842","-94.61367428532797"
"bvsd-89446","2025-09-11 14:42:32","140","2","$1 to < $3","5","9","chicken bites ","24","0","Salty","cca58945-82f2-42b2-8842-c1e8dea56320","400","0","2","afternoon","5","hungry/thirsty","38.91480660010185","-94.61180371157404"
"bvsd-60678","2025-09-11 11:17:41","160","3","$3 to < $7","4","1","peanuts","8","0","Salty","SKIPPED","5","1","2","afternoon","3","emotional",,
"bvsd-47826","2025-09-11 11:15:54","44","1","$0 to < $1","1","13","Haribo Gummy Bears","0","1","Sweet","SKIPPED","5","6.5","1","morning","6","social",,
"bvsd-44934","2025-09-11 11:15:16","100","2","$1 to < $3","2","40","Cheez It Snack Mix","2","0","Salty","SKIPPED","220","0","4","night","2","craving","38.90531774972698","-94.66197890942738"
"bvsd-44934","2025-09-11 11:14:22","300","2","$1 to < $3","3","23","Uncrustable","9","1","Sweet","SKIPPED","270","14","1","morning","5","hungry/thirsty","38.905524506978466","-94.65512668208866"
"bvsd-60678","2025-09-11 11:13:29","50","2","$1 to < $3","4","17","beef jerky","7","0","Salty","SKIPPED","330","4","2","afternoon","4","energy",,
"bvsd-60678","2025-09-11 11:06:14","100","3","$3 to < $7","2","9","icee","0","1","Sweet","SKIPPED","5","24","4","night","6","social",,
"bvsd-44934","2025-09-11 10:23:29","240","2","$1 to < $3","5","3","Cashews","8","0","Salty","SKIPPED","150","3","2","afternoon","4","energy","38.90291202429307","-94.66491125487424"
"bvsd-04643","2025-09-11 10:20:52","250","2","$1 to < $3","3","15","Chocolate Chip Clif Bar","10","1","Sweet","SKIPPED","130","17","3","evening","5","hungry/thirsty",,
"bvsd-60678","2025-09-11 10:20:06","150","2","$1 to < $3","3","24","chili lime corn tortilla chips","2","0","Salty","SKIPPED","260","0","3","evening","2","craving",,
"bvsd-04643","2025-09-11 10:19:05","10","2","$1 to < $3","3","24","Cherry Slush Alani Nu","0","1","Sweet","SKIPPED","180","0","1","morning","4","energy",,
"bvsd-51249","2025-09-11 10:18:47","360","3","$3 to < $7","4","20","gatorade bar","20","1","Sweet","SKIPPED","150","29","1","morning","5","hungry/thirsty",,
"bvsd-79542","2025-09-11 10:18:38","180","1","$0 to < $1","1","20","Takis","2","0","Salty","SKIPPED","410","1","4","night","2","craving","38.908865366001706","-94.66439873330684"
"bvsd-22662","2025-09-11 10:18:22","110","1","$0 to < $1","2","10","peach rings candy","2","1","Sweet","SKIPPED","0","16","3","evening","5","hungry/thirsty","38.890829691293305","-94.65929288322207"
"bvsd-60678","2025-09-11 10:18:10","35","2","$1 to < $3","5","1","baby carrots","0","0","Salty","SKIPPED","78","5","4","night","1","availability",,
"bvsd-60678","2025-09-11 10:17:07","95","2","$1 to < $3","5","1","apple","0","1","Sweet","SKIPPED","2","19","1","morning","5","hungry/thirsty",,
"bvsd-59352","2025-09-11 10:15:59","30","2","$1 to < $3","5","1","apple slices","0","1","Sweet","SKIPPED","0","6","1","morning","5","hungry/thirsty",,
"bvsd-03355","2025-09-11 10:15:36","30","1","$0 to < $1","4","1","apple slices ","0","1","Sweet","SKIPPED","0","6","1","morning","4","energy","38.90350414923372","-94.6553358582942"
"bvsd-90348","2025-09-11 10:15:16","100","2","$1 to < $3","2","40","Cheez-its baked snack mix","2","0","Salty","SKIPPED","220","0","1","morning","5","hungry/thirsty","38.91780504604674","-94.65723568041284"
"bvsd-59352","2025-09-11 10:14:54","300","2","$1 to < $3","3","11","uncrustable","9","1","Sweet","SKIPPED","270","14","1","morning","5","hungry/thirsty",,
"bvsd-03355","2025-09-11 10:14:25","288","2","$1 to < $3","2","4","pb and j ","9","1","Sweet","SKIPPED","270","14","2","afternoon","1","availability","38.90512520088427","-94.65792243372687"
"bvsd-60678","2025-09-11 10:14:13","240","2","$1 to < $3","5","2","avocado with salt","3","0","Salty","SKIPPED","300","0","1","morning","4","energy",,
"bvsd-90348","2025-09-11 10:13:23","240","2","$1 to < $3","5","3","Salted Cashews","8","0","Salty","SKIPPED","150","0","1","morning","5","hungry/thirsty","38.90636583643437","-94.66394855294607"
"bvsd-22662","2025-09-11 10:02:43","150","1","$0 to < $1","2","17","wafer peanut butter bars","2","1","Sweet","SKIPPED","70","10","3","evening","2","craving","38.90388690232143","-94.65137927359575"
"bvsd-96061","2025-09-11 10:00:59","0","2","$1 to < $3","4","7","Gatorade Zero","0","1","Sweet","SKIPPED","160","0","1","morning","5","hungry/thirsty","38.91181296209625","-94.66557265792487"
"bvsd-22662","2025-09-11 10:00:45","70","2","$1 to < $3","2","20","cinnamon roll cookies ","1","1","Sweet","SKIPPED","60","8","3","evening","2","craving","38.90220070110674","-94.66165429836505"
"bvsd-96061","2025-09-11 09:59:14","230","1","$0 to < $1","2","7","bobo pbj","4","1","Sweet","SKIPPED","70","17","1","morning","5","hungry/thirsty","38.90261383117177","-94.64158294493254"
"bvsd-22662","2025-09-11 09:58:39","160","2","$1 to < $3","2","5","potato crisps","1","0","Salty","SKIPPED","135","1","2","afternoon","1","availability","38.90207413516398","-94.66946313431218"
"bvsd-07108","2025-09-11 09:58:32","150","1","$0 to < $1","1","20","takis","2","0","Salty","SKIPPED","420","1","2","afternoon","5","hungry/thirsty","38.90524097107259","-94.6655828684929"
"bvsd-96061","2025-09-11 09:58:27","100","1","$0 to < $1","3","23","Kirkland Granola","1","0","Salty","SKIPPED","35","7","3","evening","5","hungry/thirsty","38.91447032840477","-94.66434916174418"
"bvsd-96061","2025-09-11 09:57:38","90","1","$0 to < $1","1","8","Rice Krspie","0","1","Sweet","SKIPPED","105","8","2","afternoon","5","hungry/thirsty","38.904850318085764","-94.65678407244106"
"bvsd-22662","2025-09-11 09:57:30","80","1","$0 to < $1","2","14","gushers ","0","1","Sweet","SKIPPED","40","10","3","evening","5","hungry/thirsty","38.89947977456487","-94.66772369760841"
"bvsd-96061","2025-09-11 09:56:43","190","2","$1 to < $3","4","20","fitcrunch","16","0","Salty","SKIPPED","200","3","1","morning","5","hungry/thirsty","38.90892230907065","-94.65115512939319"
"bvsd-07108","2025-09-11 09:56:34","140","2","$1 to < $3","3","25","garden salsa sun chips","2","0","Salty","SKIPPED","140","2","1","morning","5","hungry/thirsty","38.91394232789774","-94.65964054285384"
"bvsd-22662","2025-09-11 09:56:03","110","1","$0 to < $1","2","6","pretzel crisps","2","0","Salty","SKIPPED","270","2","2","afternoon","2","craving","38.909113858982366","-94.65685953573939"
"bvsd-22662","2025-09-11 09:54:42","90","1","$0 to < $1","2","14","fruit smiles","0","1","Sweet","SKIPPED","0","16","2","afternoon","5","hungry/thirsty","38.905693392116255","-94.66358510676042"
"bvsd-96061","2025-09-11 09:53:20","100","1","$0 to < $1","2","26","Goldfish","2","0","Salty","SKIPPED","170","17","2","afternoon","5","hungry/thirsty","38.915627842477264","-94.65880418642708"
"bvsd-96061","2025-09-11 09:52:38","80","2","$1 to < $3","1","10","Gatorade","0","1","Sweet","SKIPPED","160","21","3","evening","4","energy","38.90954169318403","-94.65575562118578"
"bvsd-96061","2025-09-11 09:52:03","300","2","$1 to < $3","3","22","Uncrustable","9","1","Sweet","SKIPPED","270","14","2","afternoon","4","energy","38.90779437200052","-94.65939425069676"
"bvsd-96061","2025-09-11 09:51:22","70","2","$1 to < $3","2","13","Scooby Gummies","0","1","Sweet","SKIPPED","35","9","2","afternoon","1","availability","38.89402124183658","-94.66814058368408"
"bvsd-96061","2025-09-11 09:50:33","140","2","$1 to < $3","3","9","lays baked","2","0","Salty","SKIPPED","150","2","2","afternoon","1","availability","38.914891941440096","-94.66055767107238"
"bvsd-96061","2025-09-11 09:47:32","190","2","$1 to < $3","5","10","Kind Bar","6","0","Salty","SKIPPED","140","5","1","morning","5","hungry/thirsty","38.910316186714255","-94.66093252509961"
"bvsd-96061","2025-09-11 09:46:20","360","2","$1 to < $3","2","9","Gatorade Protein Bar","20","1","Sweet","SKIPPED","310","24","1","morning","5","hungry/thirsty",,
"bvsd-22662","2025-09-11 09:45:18","140","1","$0 to < $1","2","13","goldfish","3","0","Salty","SKIPPED","250","0","3","evening","5","hungry/thirsty","38.906496230752836","-94.65479923170815"
"bvsd-44934","2025-09-11 09:42:39","140","3","$3 to < $7","2","22","Snyder's Pieces","2","1","Sweet","SKIPPED","290","1","4","night","4","energy","38.91616604879186","-94.66119281890484"
"bvsd-44934","2025-09-11 09:41:21","180","3","$3 to < $7","1","24","Goldfish","2","0","Salty","SKIPPED","60","11","3","evening","1","availability","38.90378013406553","-94.65459185257517"
"bvsd-07108","2025-09-11 09:40:37","130","1","$0 to < $1","2","20","Nilla Wafers","1","1","Sweet","SKIPPED","110","10","1","morning","4","energy","38.90112579525112","-94.6631068924371"
"bvsd-22662","2025-09-11 09:40:29","90","1","$0 to < $1","4","4","motts applesauce","0","1","Sweet","SKIPPED","0","22","2","afternoon","1","availability","38.90755218709626","-94.65317923461585"
"bvsd-44934","2025-09-11 09:39:10","30","2","$1 to < $3","4","2","Apple Slices","0","1","Sweet","SKIPPED","0","6","2","afternoon","5","hungry/thirsty","38.910206730356606","-94.65807661383336"
"bvsd-07108","2025-09-11 09:38:13","45","2","$1 to < $3","5","12","chomp beef sticks","4","0","Salty","SKIPPED","170","0","1","morning","5","hungry/thirsty","38.906383004140885","-94.66185112607147"
"bvsd-14126","2025-09-11 09:25:13","110","1","$0 to < $1","1","20","gushers","0","1","Sweet","SKIPPED","55","14","2","afternoon","2","craving",,
